CountryName,CountryCode,IndicatorCode,Year,Value
Africa Western and Central,AFW,NY.GDP.PCAP.CD,1991,603.8789102314169
Africa Western and Central,AFW,NY.GDP.PCAP.CD,1992,563.3100794220042
Africa Western and Central,AFW,NY.GDP.PCAP.CD,1993,570.8886381726792
Africa Western and Central,AFW,NY.GDP.PCAP.CD,1994,577.5487393576624
Africa Western and Central,AFW,NY.GDP.PCAP.CD,1995,863.9505705725117
Africa Western and Central,AFW,NY.GDP.PCAP.CD,1996,1065.6834992955667
Africa Western and Central,AFW,NY.GDP.PCAP.CD,1997,1088.9968050861428
Africa Western and Central,AFW,NY.GDP.PCAP.CD,1998,1137.744496164249
Africa Western and Central,AFW,NY.GDP.PCAP.CD,1999,521.3647343497862
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2000,516.932316255791
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2001,530.6531677711926
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2002,616.7960326379975
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2003,694.5009375813378
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2004,840.2520850946152
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2005,1001.6046068817259
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2006,1236.628127395537
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2007,1407.6420578699422
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2008,1668.8410816075796
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2009,1454.7283314349768
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2010,1663.9669366387288
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2011,1844.1985949992952
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2012,1941.3695561265902
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2013,2131.6620674608116
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2014,2221.0106654976544
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2015,1860.727693934877
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2016,1630.0394468112083
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2017,1574.2305604723203
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2018,1720.1402795510155
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2019,1798.3406845831494
Africa Western and Central,AFW,NY.GDP.PCAP.CD,2020,1680.0393321269764
Arab World,ARB,NY.GDP.PCAP.CD,1990,2875.2571417342774
Arab World,ARB,NY.GDP.PCAP.CD,1991,2048.8097549909517
Arab World,ARB,NY.GDP.PCAP.CD,1992,1996.3775645535095
Arab World,ARB,NY.GDP.PCAP.CD,1993,1987.8577143403854
Arab World,ARB,NY.GDP.PCAP.CD,1994,2018.6857846946612
Arab World,ARB,NY.GDP.PCAP.CD,1995,2081.0206885296666
Arab World,ARB,NY.GDP.PCAP.CD,1996,2193.8733089197344
Arab World,ARB,NY.GDP.PCAP.CD,1997,2305.6160606318003
Arab World,ARB,NY.GDP.PCAP.CD,1998,2192.6118880100094
Arab World,ARB,NY.GDP.PCAP.CD,1999,2378.950491115083
Arab World,ARB,NY.GDP.PCAP.CD,2000,2664.165795714884
Arab World,ARB,NY.GDP.PCAP.CD,2001,2536.7119647190043
Arab World,ARB,NY.GDP.PCAP.CD,2002,2483.107234249411
Arab World,ARB,NY.GDP.PCAP.CD,2003,2696.6723047480086
Arab World,ARB,NY.GDP.PCAP.CD,2004,3133.736876647226
Arab World,ARB,NY.GDP.PCAP.CD,2005,3750.6935167980578
Arab World,ARB,NY.GDP.PCAP.CD,2006,4355.087621868792
Arab World,ARB,NY.GDP.PCAP.CD,2007,4940.702265117194
Arab World,ARB,NY.GDP.PCAP.CD,2008,6091.932064456726
Arab World,ARB,NY.GDP.PCAP.CD,2009,5134.450060551588
Arab World,ARB,NY.GDP.PCAP.CD,2010,5928.3053599330115
Arab World,ARB,NY.GDP.PCAP.CD,2011,6894.195367853935
Arab World,ARB,NY.GDP.PCAP.CD,2012,7362.629908798304
Arab World,ARB,NY.GDP.PCAP.CD,2013,7351.948112644186
Arab World,ARB,NY.GDP.PCAP.CD,2014,7311.289968943475
Arab World,ARB,NY.GDP.PCAP.CD,2015,6262.041684900226
Arab World,ARB,NY.GDP.PCAP.CD,2016,6012.512443659712
Arab World,ARB,NY.GDP.PCAP.CD,2017,6066.726791005754
Arab World,ARB,NY.GDP.PCAP.CD,2018,6668.216728019496
Arab World,ARB,NY.GDP.PCAP.CD,2019,6638.4854145537165
Arab World,ARB,NY.GDP.PCAP.CD,2020,5722.480995316739
Caribbean small states,CSS,NY.GDP.PCAP.CD,1990,3713.8045393312605
Caribbean small states,CSS,NY.GDP.PCAP.CD,1991,3792.3343775938097
Caribbean small states,CSS,NY.GDP.PCAP.CD,1992,3842.8186703190527
Caribbean small states,CSS,NY.GDP.PCAP.CD,1993,3699.023063965526
Caribbean small states,CSS,NY.GDP.PCAP.CD,1994,3929.283652968468
Caribbean small states,CSS,NY.GDP.PCAP.CD,1995,4144.627312812522
Caribbean small states,CSS,NY.GDP.PCAP.CD,1996,4424.573000359493
Caribbean small states,CSS,NY.GDP.PCAP.CD,1997,5198.63164755484
Caribbean small states,CSS,NY.GDP.PCAP.CD,1998,5558.940573943457
Caribbean small states,CSS,NY.GDP.PCAP.CD,1999,5960.021527419761
Caribbean small states,CSS,NY.GDP.PCAP.CD,2000,6477.4574036148015
Caribbean small states,CSS,NY.GDP.PCAP.CD,2001,6647.814802174901
Caribbean small states,CSS,NY.GDP.PCAP.CD,2002,6903.257810409764
Caribbean small states,CSS,NY.GDP.PCAP.CD,2003,7551.242821112075
Caribbean small states,CSS,NY.GDP.PCAP.CD,2004,8233.769626821595
Caribbean small states,CSS,NY.GDP.PCAP.CD,2005,9439.49811647557
Caribbean small states,CSS,NY.GDP.PCAP.CD,2006,10883.216202202932
Caribbean small states,CSS,NY.GDP.PCAP.CD,2007,12135.128601308123
Caribbean small states,CSS,NY.GDP.PCAP.CD,2008,13890.238528494652
Caribbean small states,CSS,NY.GDP.PCAP.CD,2009,11554.176416911872
Caribbean small states,CSS,NY.GDP.PCAP.CD,2010,12594.873505727974
Caribbean small states,CSS,NY.GDP.PCAP.CD,2011,13449.48076925889
Caribbean small states,CSS,NY.GDP.PCAP.CD,2012,14172.890465663875
Caribbean small states,CSS,NY.GDP.PCAP.CD,2013,14504.715597077025
Caribbean small states,CSS,NY.GDP.PCAP.CD,2014,14888.544042215528
Caribbean small states,CSS,NY.GDP.PCAP.CD,2015,14402.472577938883
Caribbean small states,CSS,NY.GDP.PCAP.CD,2016,13297.744349616234
Caribbean small states,CSS,NY.GDP.PCAP.CD,2017,13637.120720580371
Caribbean small states,CSS,NY.GDP.PCAP.CD,2018,13815.326515479846
Caribbean small states,CSS,NY.GDP.PCAP.CD,2019,13938.202320197595
Caribbean small states,CSS,NY.GDP.PCAP.CD,2020,11925.757395001141
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,1990,2457.1745492770233
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,1991,2233.292519605094
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,1992,2316.7149698109774
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,1993,2457.014885448221
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,1994,2805.594483219854
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,1995,3593.1835228758423
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,1996,3808.5614631226226
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,1997,3757.407409772123
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,1998,4117.999901441721
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,1999,3998.0179900233175
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2000,3959.6249489664515
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2001,4360.9626352209
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2002,4941.34251407648
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2003,5948.849610485366
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2004,7180.270370296582
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2005,8352.507132082987
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2006,9466.748158855817
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2007,11997.346924709653
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2008,14573.745665850653
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2009,12302.093025967502
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2010,12635.816689085626
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2011,13997.441472477954
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2012,13104.103611889004
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2013,13712.733648874291
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2014,14208.45951972355
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2015,12596.94750647915
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2016,12874.740692228499
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2017,14339.858061384582
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2018,16245.193864543031
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2019,16551.848891734426
Central Europe and the Baltics,CEB,NY.GDP.PCAP.CD,2020,16595.93526980493
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,1990,937.5697265385872
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,1991,971.7738039985849
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,1992,1032.6955447868058
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,1993,1090.6460257854212
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,1994,1122.905529819354
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,1995,1122.4557123111429
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,1996,1192.380144989258
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,1997,1247.8433714204477
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,1998,1209.124730922633
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,1999,1254.9611324820048
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2000,1346.075445512744
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2001,1311.0260870768216
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2002,1251.1153381575225
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2003,1368.1968555592618
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2004,1562.6495173847873
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2005,1787.5834527410366
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2006,2010.2065597881765
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2007,2341.3363437985868
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2008,2592.8506355225313
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2009,2455.729629952213
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2010,2936.943764725645
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2011,3261.1456250548727
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2012,3360.4546107202855
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2013,3363.1182244428774
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2014,3431.30202471111
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2015,3219.688271738184
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2016,3269.9843281762073
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2017,3505.1062150156145
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2018,3515.7662167058315
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2019,3543.323907036051
Early-demographic dividend,EAR,NY.GDP.PCAP.CD,2020,3250.749747343873
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,1990,2637.4427358804032
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,1991,2937.090187854417
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,1992,3167.8619274410694
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,1993,3498.3954692199677
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,1994,3864.3029159568478
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,1995,4334.603796127039
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,1996,4126.9832582113
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,1997,3899.5435839196957
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,1998,3452.620440056636
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,1999,3818.458062967032
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2000,4092.5797350059006
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2001,3773.327776914405
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2002,3802.586503117169
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2003,4150.186389620947
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2004,4619.994862053678
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2005,4893.121378783505
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2006,5150.196822857757
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2007,5716.348972396796
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2008,6547.770331635348
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2009,6694.483876192297
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2010,7760.448278135488
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2011,8929.666845359385
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2012,9479.32344288198
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2013,9522.667498414894
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2014,9759.275633620993
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2015,9657.528896189528
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2016,9928.671499274773
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2017,10526.677169576105
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2018,11394.480900174143
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2019,11578.274829809128
East Asia & Pacific,EAS,NY.GDP.PCAP.CD,2020,11595.294092355887
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,1990,416.93878226111053
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,1991,445.8047532212618
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,1992,493.0608836941902
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,1993,533.8860617313105
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,1994,634.1952229526846
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,1995,772.3055617228979
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,1996,876.039166747659
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,1997,895.6301285564829
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,1998,809.008902634142
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,1999,881.6373856018308
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2000,961.3034342146889
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2001,1014.527215045695
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2002,1114.001780604612
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2003,1251.2801190082105
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2004,1439.934645353079
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2005,1653.6814351164721
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2006,1976.6339007010986
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2007,2481.3895257792014
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2008,3117.833897514871
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2009,3359.5200934673994
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2010,4057.8684161125893
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2011,4913.896214272273
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2012,5434.827470933796
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2013,5952.771112180128
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2014,6373.651056837667
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2015,6589.773840027791
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2016,6683.18386893998
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2017,7241.925337951674
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2018,8045.944488093007
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2019,8286.43967532333
East Asia & Pacific (excluding high income),EAP,NY.GDP.PCAP.CD,2020,8391.368384326886
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,1990,422.0714100765615
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,1991,451.2852750779552
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,1992,499.1127551019562
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,1993,540.4275086903144
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,1994,641.9604375873455
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,1995,781.7412442840186
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,1996,886.7029988332469
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,1997,906.4943043359683
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,1998,818.7946627180354
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,1999,892.253402109512
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2000,972.8352009537882
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2001,1026.6517888809117
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2002,1127.2535965864158
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2003,1266.1102168890927
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2004,1456.9694912347168
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2005,1673.193450773611
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2006,1999.8633596280727
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2007,2510.4253478566693
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2008,3154.1711794693406
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2009,3398.532803483532
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2010,4104.80586778241
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2011,4970.507902333885
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2012,5497.157339431361
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2013,6020.726810414139
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2014,6446.137334655546
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2015,6664.487165374688
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2016,6758.740154806218
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2017,7323.510231761327
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2018,8136.368818244209
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2019,8379.406868982845
East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.PCAP.CD,2020,8485.420257804639
Euro area,EMU,NY.GDP.PCAP.CD,1990,18683.51161571869
Euro area,EMU,NY.GDP.PCAP.CD,1991,19305.46502144776
Euro area,EMU,NY.GDP.PCAP.CD,1992,21178.525635983086
Euro area,EMU,NY.GDP.PCAP.CD,1993,19310.813004624477
Euro area,EMU,NY.GDP.PCAP.CD,1994,20344.76552280807
Euro area,EMU,NY.GDP.PCAP.CD,1995,23430.242094067147
Euro area,EMU,NY.GDP.PCAP.CD,1996,23652.352088531225
Euro area,EMU,NY.GDP.PCAP.CD,1997,21582.230216841865
Euro area,EMU,NY.GDP.PCAP.CD,1998,22144.694866986225
Euro area,EMU,NY.GDP.PCAP.CD,1999,22011.260992298554
Euro area,EMU,NY.GDP.PCAP.CD,2000,20039.400265663786
Euro area,EMU,NY.GDP.PCAP.CD,2001,20289.65052757126
Euro area,EMU,NY.GDP.PCAP.CD,2002,22047.279566028617
Euro area,EMU,NY.GDP.PCAP.CD,2003,27010.5876151852
Euro area,EMU,NY.GDP.PCAP.CD,2004,30803.28609986179
Euro area,EMU,NY.GDP.PCAP.CD,2005,31781.66188327055
Euro area,EMU,NY.GDP.PCAP.CD,2006,33646.2501787992
Euro area,EMU,NY.GDP.PCAP.CD,2007,38544.248490377904
Euro area,EMU,NY.GDP.PCAP.CD,2008,42174.6917988916
Euro area,EMU,NY.GDP.PCAP.CD,2009,38467.86582621688
Euro area,EMU,NY.GDP.PCAP.CD,2010,37495.482060939634
Euro area,EMU,NY.GDP.PCAP.CD,2011,40574.37223485591
Euro area,EMU,NY.GDP.PCAP.CD,2012,37486.62822168388
Euro area,EMU,NY.GDP.PCAP.CD,2013,39101.82490529891
Euro area,EMU,NY.GDP.PCAP.CD,2014,39982.9007375611
Euro area,EMU,NY.GDP.PCAP.CD,2015,34467.57666351338
Euro area,EMU,NY.GDP.PCAP.CD,2016,35232.26956612649
Euro area,EMU,NY.GDP.PCAP.CD,2017,37237.53635545517
Euro area,EMU,NY.GDP.PCAP.CD,2018,40096.71220515596
Euro area,EMU,NY.GDP.PCAP.CD,2019,39212.51114979751
Euro area,EMU,NY.GDP.PCAP.CD,2020,38234.53358892847
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,1990,10494.425806023459
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,1991,10760.164703864539
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,1992,11479.073319548572
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,1993,10513.622592626021
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,1994,10969.281458722638
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,1995,12648.800597972533
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,1996,12886.434779252035
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,1997,12204.460293348753
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,1998,12504.372739489017
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,1999,12364.911851272584
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2000,11645.268898935758
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2001,11749.673611715016
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2002,12843.468110466241
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2003,15575.979398734635
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2004,18102.986610105545
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2005,19215.6623067218
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2006,20751.087320163944
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2007,24175.050305400695
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2008,26501.46566817807
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2009,23237.11513412262
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2010,23684.876614812398
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2011,26221.78565833882
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2012,25146.019775509092
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2013,26177.109640994157
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2014,26444.7930069568
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2015,22676.94945654663
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2016,22496.775850091202
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2017,23780.616794913334
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2018,25362.67581145793
Europe & Central Asia,ECS,NY.GDP.PCAP.CD,2019,24975.41664314364
